folder,inner_folder,method,R,rf-score
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,astral-None, 15, 0.25
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,astral-None, 16, 0.375
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,astral-None, 17, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,astral-None, 18, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,astral-None, 19, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,astral-None, 20, 0.25
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 1, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 2, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 3, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 4, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 5, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 6, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 7, 0.25
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 8, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 9, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 10, 0.25
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 11, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 12, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 13, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 14, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 15, 0.25
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 16, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 17, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 18, 0.25
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 19, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,astral-None, 20, 0.375
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 1, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 2, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 3, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 4, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 5, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 6, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 7, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 8, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 9, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 10, 0.25
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 11, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 12, 0.25
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 13, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 14, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 15, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 16, 0.25
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 17, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 18, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 19, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,astral-None, 20, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 1, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 2, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 3, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 4, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 5, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 6, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 7, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 8, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 9, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 10, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 11, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 12, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 13, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 14, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 15, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 16, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 17, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 18, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 19, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_50genes_strongILS,astral-None, 20, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 1, 0.25
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 2, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 3, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 4, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 5, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 6, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 7, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 8, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 9, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 10, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 11, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 12, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 13, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 14, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 15, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 16, 0.125
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 17, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 18, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 19, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_100genes_strongILS,astral-None, 20, 0.0
15-taxon,100gene-100bp/estimated-genetrees,astral-None, 1, 0.25
15-taxon,100gene-100bp/estimated-genetrees,astral-None, 2, 0.4166666666666667
15-taxon,100gene-100bp/estimated-genetrees,astral-None, 3, 0.3333333333333333
15-taxon,100gene-100bp/estimated-genetrees,astral-None, 4, 0.16666666666666666
15-taxon,100gene-100bp/estimated-genetrees,astral-None, 5, 0.4166666666666667
15-taxon,100gene-100bp/estimated-genetrees,astral-None, 6, 0.16666666666666666
15-taxon,100gene-100bp/estimated-genetrees,astral-None, 7, 0.3333333333333333
15-taxon,100gene-100bp/estimated-genetrees,astral-None, 8, 0.5
15-taxon,100gene-100bp/estimated-genetrees,astral-None, 9, 0.25
15-taxon,100gene-100bp/estimated-genetrees,astral-None, 10, 0.25
15-taxon,100gene-1000bp/estimated-genetrees,astral-None, 1, 0.08333333333333333
15-taxon,100gene-1000bp/estimated-genetrees,astral-None, 2, 0.25
15-taxon,100gene-1000bp/estimated-genetrees,astral-None, 3, 0.08333333333333333
15-taxon,100gene-1000bp/estimated-genetrees,astral-None, 4, 0.08333333333333333
15-taxon,100gene-1000bp/estimated-genetrees,astral-None, 5, 0.0
15-taxon,100gene-1000bp/estimated-genetrees,astral-None, 6, 0.0
15-taxon,100gene-1000bp/estimated-genetrees,astral-None, 7, 0.08333333333333333
15-taxon,100gene-1000bp/estimated-genetrees,astral-None, 8, 0.16666666666666666
15-taxon,100gene-1000bp/estimated-genetrees,astral-None, 9, 0.0
15-taxon,100gene-1000bp/estimated-genetrees,astral-None, 10, 0.0
15-taxon,100gene-true,astral-None, 1, 0.0
15-taxon,100gene-true,astral-None, 2, 0.0
15-taxon,100gene-true,astral-None, 3, 0.0
15-taxon,100gene-true,astral-None, 4, 0.0
15-taxon,100gene-true,astral-None, 5, 0.0
15-taxon,100gene-true,astral-None, 6, 0.0
15-taxon,100gene-true,astral-None, 7, 0.0
15-taxon,100gene-true,astral-None, 8, 0.0
15-taxon,100gene-true,astral-None, 9, 0.0
15-taxon,100gene-true,astral-None, 10, 0.0
15-taxon,1000gene-100bp/estimated-genetrees,astral-None, 1, 0.3333333333333333
15-taxon,1000gene-100bp/estimated-genetrees,astral-None, 2, 0.25
15-taxon,1000gene-100bp/estimated-genetrees,astral-None, 3, 0.25
15-taxon,1000gene-100bp/estimated-genetrees,astral-None, 4, 0.25
15-taxon,1000gene-100bp/estimated-genetrees,astral-None, 5, 0.25
15-taxon,1000gene-100bp/estimated-genetrees,astral-None, 6, 0.16666666666666666
15-taxon,1000gene-100bp/estimated-genetrees,astral-None, 7, 0.25
15-taxon,1000gene-100bp/estimated-genetrees,astral-None, 8, 0.16666666666666666
15-taxon,1000gene-100bp/estimated-genetrees,astral-None, 9, 0.25
15-taxon,1000gene-100bp/estimated-genetrees,astral-None, 10, 0.16666666666666666
15-taxon,1000gene-1000bp/estimated-genetrees,astral-None, 1, 0.0
15-taxon,1000gene-1000bp/estimated-genetrees,astral-None, 2, 0.0
15-taxon,1000gene-1000bp/estimated-genetrees,astral-None, 3, 0.08333333333333333
15-taxon,1000gene-1000bp/estimated-genetrees,astral-None, 4, 0.08333333333333333
15-taxon,1000gene-1000bp/estimated-genetrees,astral-None, 5, 0.0
15-taxon,1000gene-1000bp/estimated-genetrees,astral-None, 6, 0.0
15-taxon,1000gene-1000bp/estimated-genetrees,astral-None, 7, 0.08333333333333333
15-taxon,1000gene-1000bp/estimated-genetrees,astral-None, 8, 0.0
15-taxon,1000gene-1000bp/estimated-genetrees,astral-None, 9, 0.0
15-taxon,1000gene-1000bp/estimated-genetrees,astral-None, 10, 0.08333333333333333
15-taxon,1000gene-true,astral-None, 1, 0.0
15-taxon,1000gene-true,astral-None, 2, 0.0
15-taxon,1000gene-true,astral-None, 3, 0.0
15-taxon,1000gene-true,astral-None, 4, 0.0
15-taxon,1000gene-true,astral-None, 5, 0.0
15-taxon,1000gene-true,astral-None, 6, 0.0
15-taxon,1000gene-true,astral-None, 7, 0.0
15-taxon,1000gene-true,astral-None, 8, 0.0
15-taxon,1000gene-true,astral-None, 9, 0.0
15-taxon,1000gene-true,astral-None, 10, 0.0
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 1, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 2, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 3, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 4, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 5, 0.08823529411764706
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 6, 0.0
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 7, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 8, 0.08823529411764706
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 9, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 10, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 11, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 12, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 13, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 14, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 15, 0.029411764705882353
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 16, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 17, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 18, 0.058823529411764705
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 19, 0.08823529411764706
37-taxon,estimated-genetrees/0.5X-200-500,astral-None, 20, 0.08823529411764706
37-taxon,estimated-genetrees/1X-200-500,astral-None, 1, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,astral-None, 2, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,astral-None, 3, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,astral-None, 4, 0.0
37-taxon,estimated-genetrees/1X-200-500,astral-None, 5, 0.0
37-taxon,estimated-genetrees/1X-200-500,astral-None, 6, 0.08823529411764706
37-taxon,estimated-genetrees/1X-200-500,astral-None, 7, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,astral-None, 8, 0.0
37-taxon,estimated-genetrees/1X-200-500,astral-None, 9, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,astral-None, 10, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,astral-None, 11, 0.0
37-taxon,estimated-genetrees/1X-200-500,astral-None, 12, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,astral-None, 13, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,astral-None, 14, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,astral-None, 15, 0.11764705882352941
37-taxon,estimated-genetrees/1X-200-500,astral-None, 16, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,astral-None, 17, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-500,astral-None, 18, 0.0
37-taxon,estimated-genetrees/1X-200-500,astral-None, 19, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-500,astral-None, 20, 0.08823529411764706
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 1, 0.0
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 2, 0.0
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 3, 0.0
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 4, 0.0
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 5, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 6, 0.0
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 7, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 8, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 9, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 10, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 11, 0.0
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 12, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 13, 0.058823529411764705
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 14, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 15, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 16, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 17, 0.029411764705882353
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 18, 0.0
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 19, 0.0
37-taxon,estimated-genetrees/1X-200-1000,astral-None, 20, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,astral-None, 1, 0.0
37-taxon,estimated-genetrees/1X-800-500,astral-None, 2, 0.0
37-taxon,estimated-genetrees/1X-800-500,astral-None, 3, 0.0
37-taxon,estimated-genetrees/1X-800-500,astral-None, 4, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,astral-None, 5, 0.0
37-taxon,estimated-genetrees/1X-800-500,astral-None, 6, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,astral-None, 7, 0.0
37-taxon,estimated-genetrees/1X-800-500,astral-None, 8, 0.0
37-taxon,estimated-genetrees/1X-800-500,astral-None, 9, 0.0
37-taxon,estimated-genetrees/1X-800-500,astral-None, 10, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,astral-None, 11, 0.0
37-taxon,estimated-genetrees/1X-800-500,astral-None, 12, 0.0
37-taxon,estimated-genetrees/1X-800-500,astral-None, 13, 0.0
37-taxon,estimated-genetrees/1X-800-500,astral-None, 14, 0.0
37-taxon,estimated-genetrees/1X-800-500,astral-None, 15, 0.0
37-taxon,estimated-genetrees/1X-800-500,astral-None, 16, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-500,astral-None, 17, 0.0
37-taxon,estimated-genetrees/1X-800-500,astral-None, 18, 0.0
37-taxon,estimated-genetrees/1X-800-500,astral-None, 19, 0.0
37-taxon,estimated-genetrees/1X-800-500,astral-None, 20, 0.029411764705882353
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 1, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 2, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 3, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 4, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 5, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 6, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 7, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 8, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 9, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 10, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 11, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 12, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 13, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 14, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 15, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 16, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 17, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 18, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 19, 0.0
37-taxon,estimated-genetrees/1X-800-1000,astral-None, 20, 0.0
37-taxon,estimated-genetrees/2X-200-500,astral-None, 1, 0.029411764705882353
37-taxon,estimated-genetrees/2X-200-500,astral-None, 2, 0.0
37-taxon,estimated-genetrees/2X-200-500,astral-None, 3, 0.0
37-taxon,estimated-genetrees/2X-200-500,astral-None, 4, 0.029411764705882353
37-taxon,estimated-genetrees/2X-200-500,astral-None, 5, 0.0
37-taxon,estimated-genetrees/2X-200-500,astral-None, 6, 0.058823529411764705
37-taxon,estimated-genetrees/2X-200-500,astral-None, 7, 0.029411764705882353
37-taxon,estimated-genetrees/2X-200-500,astral-None, 8, 0.029411764705882353
37-taxon,estimated-genetrees/2X-200-500,astral-None, 9, 0.058823529411764705
37-taxon,estimated-genetrees/2X-200-500,astral-None, 10, 0.0
37-taxon,estimated-genetrees/2X-200-500,astral-None, 11, 0.029411764705882353
37-taxon,estimated-genetrees/2X-200-500,astral-None, 12, 0.029411764705882353
37-taxon,estimated-genetrees/2X-200-500,astral-None, 13, 0.058823529411764705
37-taxon,estimated-genetrees/2X-200-500,astral-None, 14, 0.029411764705882353
37-taxon,estimated-genetrees/2X-200-500,astral-None, 15, 0.029411764705882353
37-taxon,estimated-genetrees/2X-200-500,astral-None, 16, 0.0
37-taxon,estimated-genetrees/2X-200-500,astral-None, 17, 0.058823529411764705
37-taxon,estimated-genetrees/2X-200-500,astral-None, 18, 0.029411764705882353
37-taxon,estimated-genetrees/2X-200-500,astral-None, 19, 0.0
37-taxon,estimated-genetrees/2X-200-500,astral-None, 20, 0.0
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 1,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 2,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 3,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 4,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 5,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 6,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 7,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 8,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 9,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 10,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 11,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 12,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 13,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 14,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 15,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 16,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 17,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 18,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 19,
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RD, 20,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 1,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 2,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 3,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 4,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 5,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 6,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 7,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 8,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 9,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 10,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 11,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 12,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 13,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 14,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 15,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 16,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 17,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 18,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 19,
11-taxon,estimated_Xgenes_strongILS/estimated_15genes_strongILS,stelar-RD, 20,
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,stelar-RD, 1,
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,stelar-RD, 2,
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,stelar-RD, 3,
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,stelar-RD, 4,
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,stelar-RD, 5,
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,stelar-RD, 6,
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,stelar-RD, 7,
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,stelar-RD, 8,
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,stelar-RD, 9,
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,stelar-RD, 10,
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,stelar-RD, 11,
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,stelar-RD, 12,
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,stelar-RD, 13,
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,stelar-RD, 14,
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,stelar-RD, 15,
11-taxon,estimated_Xgenes_strongILS/estimated_25genes_strongILS,stelar-RD, 16,
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 1, 0.3333333333333333
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 1, 0.3111111111111111
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 1, 0.2
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 2, 0.3111111111111111
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 2, 0.2
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 2, 0.15555555555555556
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 3, 0.3333333333333333
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 3, 0.26666666666666666
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 3, 0.2222222222222222
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 4, 0.3111111111111111
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 4, 0.26666666666666666
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 4, 0.2
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 5, 0.3333333333333333
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND, 5, 0.2222222222222222
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG, 5, 0.2222222222222222
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD, 6, 0.26666666666666666
