folder,inner_folder,method,R,triplet-score
48-taxon,estimated-genetrees/1X-50-500,OG, 9,12843
48-taxon,estimated-genetrees/1X-50-500,RAND, 9,9116
48-taxon,estimated-genetrees/1X-50-500,RD, 9,8799
48-taxon,estimated-genetrees/1X-50-500,OG, 10,14387
48-taxon,estimated-genetrees/1X-50-500,RAND, 10,9732
48-taxon,estimated-genetrees/1X-50-500,RD, 10,8785
48-taxon,estimated-genetrees/1X-50-500,OG, 11,12570
48-taxon,estimated-genetrees/1X-50-500,RAND, 11,10310
48-taxon,estimated-genetrees/1X-50-500,RD, 11,8766
48-taxon,estimated-genetrees/1X-50-500,OG, 12,13222
48-taxon,estimated-genetrees/1X-50-500,RAND, 12,8896
48-taxon,estimated-genetrees/1X-50-500,RD, 12,8758
48-taxon,estimated-genetrees/1X-50-500,OG, 13,13565
48-taxon,estimated-genetrees/1X-50-500,RAND, 13,9731
48-taxon,estimated-genetrees/1X-50-500,RD, 13,8812
48-taxon,estimated-genetrees/1X-50-500,OG, 14,13200
48-taxon,estimated-genetrees/1X-50-500,RAND, 14,9723
48-taxon,estimated-genetrees/1X-50-500,RD, 14,9647
48-taxon,estimated-genetrees/1X-50-500,OG, 15,12959
48-taxon,estimated-genetrees/1X-50-500,RAND, 15,9202
48-taxon,estimated-genetrees/1X-50-500,RD, 15,6355
48-taxon,estimated-genetrees/1X-50-500,OG, 16,13335
48-taxon,estimated-genetrees/1X-50-500,RAND, 16,8644
48-taxon,estimated-genetrees/1X-50-500,RD, 16,8725
48-taxon,estimated-genetrees/1X-50-500,OG, 17,14005
48-taxon,estimated-genetrees/1X-50-500,RAND, 17,9893
48-taxon,estimated-genetrees/1X-50-500,RD, 17,9206
48-taxon,estimated-genetrees/1X-50-500,OG, 18,12928
48-taxon,estimated-genetrees/1X-50-500,RAND, 18,9553
48-taxon,estimated-genetrees/1X-50-500,RD, 18,9256
48-taxon,estimated-genetrees/1X-50-500,OG, 19,13313
48-taxon,estimated-genetrees/1X-50-500,RAND, 19,9350
48-taxon,estimated-genetrees/1X-50-500,RD, 19,8964
48-taxon,estimated-genetrees/1X-50-500,OG, 20,12847
48-taxon,estimated-genetrees/1X-50-500,RAND, 20,10114
48-taxon,estimated-genetrees/1X-50-500,RD, 20,5689
48-taxon,estimated-genetrees/1X-100-500,OG, 1,13857
48-taxon,estimated-genetrees/1X-100-500,RAND, 1,9406
48-taxon,estimated-genetrees/1X-100-500,RD, 1,8961
48-taxon,estimated-genetrees/1X-100-500,OG, 2,12745
48-taxon,estimated-genetrees/1X-100-500,RAND, 2,9035
48-taxon,estimated-genetrees/1X-100-500,RD, 2,9333
48-taxon,estimated-genetrees/1X-100-500,OG, 3,13639
48-taxon,estimated-genetrees/1X-100-500,RAND, 3,9010
48-taxon,estimated-genetrees/1X-100-500,RD, 3,8730
48-taxon,estimated-genetrees/1X-100-500,OG, 4,13099
48-taxon,estimated-genetrees/1X-100-500,RAND, 4,9049
48-taxon,estimated-genetrees/1X-100-500,RD, 4,8778
48-taxon,estimated-genetrees/1X-100-500,OG, 5,13103
48-taxon,estimated-genetrees/1X-100-500,RAND, 5,8878
48-taxon,estimated-genetrees/1X-100-500,RD, 5,8827
48-taxon,estimated-genetrees/1X-100-500,OG, 6,14330
48-taxon,estimated-genetrees/1X-100-500,RAND, 6,9036
48-taxon,estimated-genetrees/1X-100-500,RD, 6,8647
48-taxon,estimated-genetrees/1X-100-500,OG, 7,13693
48-taxon,estimated-genetrees/1X-100-500,RAND, 7,9181
48-taxon,estimated-genetrees/1X-100-500,RD, 7,7408
48-taxon,estimated-genetrees/1X-100-500,OG, 8,13952
48-taxon,estimated-genetrees/1X-100-500,RAND, 8,9129
48-taxon,estimated-genetrees/1X-100-500,RD, 8,8714
48-taxon,estimated-genetrees/1X-100-500,OG, 9,13338
48-taxon,estimated-genetrees/1X-100-500,RAND, 9,8776
48-taxon,estimated-genetrees/1X-100-500,RD, 9,8752
48-taxon,estimated-genetrees/1X-100-500,OG, 10,14466
48-taxon,estimated-genetrees/1X-100-500,RAND, 10,9161
48-taxon,estimated-genetrees/1X-100-500,RD, 10,8927
48-taxon,estimated-genetrees/1X-100-500,OG, 11,13227
48-taxon,estimated-genetrees/1X-100-500,RAND, 11,9868
48-taxon,estimated-genetrees/1X-100-500,RD, 11,6176
48-taxon,estimated-genetrees/1X-100-500,OG, 12,12479
48-taxon,estimated-genetrees/1X-100-500,RAND, 12,9416
48-taxon,estimated-genetrees/1X-100-500,RD, 12,8921
48-taxon,estimated-genetrees/1X-100-500,OG, 13,13115
48-taxon,estimated-genetrees/1X-100-500,RAND, 13,9209
48-taxon,estimated-genetrees/1X-100-500,RD, 13,8723
48-taxon,estimated-genetrees/1X-100-500,OG, 14,12852
48-taxon,estimated-genetrees/1X-100-500,RAND, 14,9589
48-taxon,estimated-genetrees/1X-100-500,RD, 14,8998
48-taxon,estimated-genetrees/1X-100-500,OG, 15,13485
48-taxon,estimated-genetrees/1X-100-500,RAND, 15,8940
48-taxon,estimated-genetrees/1X-100-500,RD, 15,6270
48-taxon,estimated-genetrees/1X-100-500,OG, 16,14608
48-taxon,estimated-genetrees/1X-100-500,RAND, 16,10057
48-taxon,estimated-genetrees/1X-100-500,RD, 16,8635
48-taxon,estimated-genetrees/1X-100-500,OG, 17,12519
48-taxon,estimated-genetrees/1X-100-500,RAND, 17,9080
48-taxon,estimated-genetrees/1X-100-500,RD, 17,9345
48-taxon,estimated-genetrees/1X-100-500,OG, 18,13501
48-taxon,estimated-genetrees/1X-100-500,RAND, 18,9248
48-taxon,estimated-genetrees/1X-100-500,RD, 18,8868
48-taxon,estimated-genetrees/1X-100-500,OG, 19,13402
48-taxon,estimated-genetrees/1X-100-500,RAND, 19,9272
48-taxon,estimated-genetrees/1X-100-500,RD, 19,8865
48-taxon,estimated-genetrees/1X-100-500,OG, 20,14325
48-taxon,estimated-genetrees/1X-100-500,RAND, 20,8714
48-taxon,estimated-genetrees/1X-100-500,RD, 20,6191
48-taxon,estimated-genetrees/1X-500-500,OG, 1,15629
48-taxon,estimated-genetrees/1X-500-500,RAND, 1,9202
48-taxon,estimated-genetrees/1X-500-500,RD, 1,8787
48-taxon,estimated-genetrees/1X-500-500,OG, 2,14377
48-taxon,estimated-genetrees/1X-500-500,RAND, 2,9161
48-taxon,estimated-genetrees/1X-500-500,RD, 2,8708
48-taxon,estimated-genetrees/1X-500-500,OG, 3,16017
48-taxon,estimated-genetrees/1X-500-500,RAND, 3,9153
48-taxon,estimated-genetrees/1X-500-500,RD, 3,8728
48-taxon,estimated-genetrees/1X-500-500,OG, 4,16012
48-taxon,estimated-genetrees/1X-500-500,RAND, 4,9179
48-taxon,estimated-genetrees/1X-500-500,RD, 4,8835
48-taxon,estimated-genetrees/1X-500-500,OG, 5,15799
48-taxon,estimated-genetrees/1X-500-500,RAND, 5,9404
48-taxon,estimated-genetrees/1X-500-500,RD, 5,8727
48-taxon,estimated-genetrees/1X-500-500,OG, 6,14332
48-taxon,estimated-genetrees/1X-500-500,RAND, 6,9116
48-taxon,estimated-genetrees/1X-500-500,RD, 6,8822
48-taxon,estimated-genetrees/1X-500-500,OG, 7,15109
48-taxon,estimated-genetrees/1X-500-500,RAND, 7,8912
48-taxon,estimated-genetrees/1X-500-500,RD, 7,8640
48-taxon,estimated-genetrees/1X-500-500,OG, 8,15375
48-taxon,estimated-genetrees/1X-500-500,RAND, 8,8976
48-taxon,estimated-genetrees/1X-500-500,RD, 8,8739
48-taxon,estimated-genetrees/1X-500-500,OG, 9,15662
48-taxon,estimated-genetrees/1X-500-500,RAND, 9,9168
48-taxon,estimated-genetrees/1X-500-500,RD, 9,8678
48-taxon,estimated-genetrees/1X-500-500,OG, 10,15128
48-taxon,estimated-genetrees/1X-500-500,RAND, 10,9944
48-taxon,estimated-genetrees/1X-500-500,RD, 10,8802
48-taxon,estimated-genetrees/1X-500-500,OG, 11,14978
48-taxon,estimated-genetrees/1X-500-500,RAND, 11,9256
48-taxon,estimated-genetrees/1X-500-500,RD, 11,8662
48-taxon,estimated-genetrees/1X-500-500,OG, 12,15824
48-taxon,estimated-genetrees/1X-500-500,RAND, 12,9048
48-taxon,estimated-genetrees/1X-500-500,RD, 12,8677
48-taxon,estimated-genetrees/1X-500-500,OG, 13,15917
48-taxon,estimated-genetrees/1X-500-500,RAND, 13,9227
48-taxon,estimated-genetrees/1X-500-500,RD, 13,8765
48-taxon,estimated-genetrees/1X-500-500,OG, 14,16247
48-taxon,estimated-genetrees/1X-500-500,RAND, 14,9066
48-taxon,estimated-genetrees/1X-500-500,RD, 14,8659
48-taxon,estimated-genetrees/1X-500-500,OG, 15,16162
48-taxon,estimated-genetrees/1X-500-500,RAND, 15,9447
48-taxon,estimated-genetrees/1X-500-500,RD, 15,8678
48-taxon,estimated-genetrees/1X-500-500,OG, 16,15975
48-taxon,estimated-genetrees/1X-500-500,RAND, 16,9025
48-taxon,estimated-genetrees/1X-500-500,RD, 16,8663
48-taxon,estimated-genetrees/1X-500-500,OG, 17,15139
48-taxon,estimated-genetrees/1X-500-500,RAND, 17,8977
48-taxon,estimated-genetrees/1X-500-500,RD, 17,6109
48-taxon,estimated-genetrees/1X-500-500,OG, 18,15177
48-taxon,estimated-genetrees/1X-500-500,RAND, 18,10264
48-taxon,estimated-genetrees/1X-500-500,RD, 18,8653
48-taxon,estimated-genetrees/1X-500-500,OG, 19,15474
48-taxon,estimated-genetrees/1X-500-500,RAND, 19,9263
48-taxon,estimated-genetrees/1X-500-500,RD, 19,8686
48-taxon,estimated-genetrees/1X-500-500,OG, 20,15470
48-taxon,estimated-genetrees/1X-500-500,RAND, 20,9300
48-taxon,estimated-genetrees/1X-500-500,RD, 20,6048
48-taxon,estimated-genetrees/1X-1000-500,OG, 1,15007
48-taxon,estimated-genetrees/1X-1000-500,RAND, 1,9304
48-taxon,estimated-genetrees/1X-1000-500,RD, 1,8697
48-taxon,estimated-genetrees/1X-1000-500,OG, 2,15456
48-taxon,estimated-genetrees/1X-1000-500,RAND, 2,8995
48-taxon,estimated-genetrees/1X-1000-500,RD, 2,8729
48-taxon,estimated-genetrees/1X-1000-500,OG, 3,16095
48-taxon,estimated-genetrees/1X-1000-500,RAND, 3,9236
48-taxon,estimated-genetrees/1X-1000-500,RD, 3,8712
48-taxon,estimated-genetrees/1X-1000-500,OG, 4,15790
48-taxon,estimated-genetrees/1X-1000-500,RAND, 4,9122
48-taxon,estimated-genetrees/1X-1000-500,RD, 4,8752
48-taxon,estimated-genetrees/1X-1000-500,OG, 5,
48-taxon,estimated-genetrees/1X-1000-500,RAND, 5,
48-taxon,estimated-genetrees/1X-1000-500,RD, 5,7630
48-taxon,estimated-genetrees/1X-1000-500,OG, 6,15175
48-taxon,estimated-genetrees/1X-1000-500,RAND, 6,9075
48-taxon,estimated-genetrees/1X-1000-500,RD, 6,8707
48-taxon,estimated-genetrees/1X-1000-500,OG, 7,16231
48-taxon,estimated-genetrees/1X-1000-500,RAND, 7,9053
48-taxon,estimated-genetrees/1X-1000-500,RD, 7,8692
48-taxon,estimated-genetrees/1X-1000-500,OG, 8,
48-taxon,estimated-genetrees/1X-1000-500,RAND, 8,
48-taxon,estimated-genetrees/1X-1000-500,RD, 8,5303
48-taxon,estimated-genetrees/1X-1000-500,OG, 9,16822
48-taxon,estimated-genetrees/1X-1000-500,RAND, 9,9237
48-taxon,estimated-genetrees/1X-1000-500,RD, 9,8718
48-taxon,estimated-genetrees/1X-1000-500,OG, 10,16030
48-taxon,estimated-genetrees/1X-1000-500,RAND, 10,9296
48-taxon,estimated-genetrees/1X-1000-500,RD, 10,8694
48-taxon,estimated-genetrees/1X-1000-500,OG, 11,16431
48-taxon,estimated-genetrees/1X-1000-500,RAND, 11,9441
48-taxon,estimated-genetrees/1X-1000-500,RD, 11,8703
48-taxon,estimated-genetrees/1X-1000-500,OG, 12,16548
48-taxon,estimated-genetrees/1X-1000-500,RAND, 12,9330
48-taxon,estimated-genetrees/1X-1000-500,RD, 12,8703
48-taxon,estimated-genetrees/1X-1000-500,OG, 13,16655
48-taxon,estimated-genetrees/1X-1000-500,RAND, 13,9239
48-taxon,estimated-genetrees/1X-1000-500,RD, 13,8688
48-taxon,estimated-genetrees/1X-1000-500,OG, 14,16577
48-taxon,estimated-genetrees/1X-1000-500,RAND, 14,9142
48-taxon,estimated-genetrees/1X-1000-500,RD, 14,8698
48-taxon,estimated-genetrees/1X-1000-500,OG, 15,16258
48-taxon,estimated-genetrees/1X-1000-500,RAND, 15,9037
48-taxon,estimated-genetrees/1X-1000-500,RD, 15,8688
48-taxon,estimated-genetrees/1X-1000-500,OG, 16,
48-taxon,estimated-genetrees/1X-1000-500,RAND, 16,
48-taxon,estimated-genetrees/1X-1000-500,RD, 16,7514
48-taxon,estimated-genetrees/1X-1000-500,OG, 17,
48-taxon,estimated-genetrees/1X-1000-500,RAND, 17,
48-taxon,estimated-genetrees/1X-1000-500,RD, 17,7514
48-taxon,estimated-genetrees/1X-1000-500,OG, 18,14707
48-taxon,estimated-genetrees/1X-1000-500,RAND, 18,9267
48-taxon,estimated-genetrees/1X-1000-500,RD, 18,8669
48-taxon,estimated-genetrees/1X-1000-500,OG, 19,16550
48-taxon,estimated-genetrees/1X-1000-500,RAND, 19,9218
48-taxon,estimated-genetrees/1X-1000-500,RD, 19,8661
48-taxon,estimated-genetrees/1X-1000-500,OG, 20,15947
48-taxon,estimated-genetrees/1X-1000-500,RAND, 20,9271
48-taxon,estimated-genetrees/1X-1000-500,RD, 20,8730
48-taxon,estimated-genetrees/2X-1000-500,OG, 1,16535
48-taxon,estimated-genetrees/2X-1000-500,RAND, 1,9308
48-taxon,estimated-genetrees/2X-1000-500,RD, 1,8704
48-taxon,estimated-genetrees/2X-1000-500,OG, 2,16557
48-taxon,estimated-genetrees/2X-1000-500,RAND, 2,9407
48-taxon,estimated-genetrees/2X-1000-500,RD, 2,8705
48-taxon,estimated-genetrees/2X-1000-500,OG, 3,16858
48-taxon,estimated-genetrees/2X-1000-500,RAND, 3,9364
48-taxon,estimated-genetrees/2X-1000-500,RD, 3,8696
48-taxon,estimated-genetrees/2X-1000-500,OG, 4,16554
48-taxon,estimated-genetrees/2X-1000-500,RAND, 4,9320
48-taxon,estimated-genetrees/2X-1000-500,RD, 4,8680
48-taxon,estimated-genetrees/2X-1000-500,OG, 5,16668
48-taxon,estimated-genetrees/2X-1000-500,RAND, 5,9042
48-taxon,estimated-genetrees/2X-1000-500,RD, 5,8700
48-taxon,estimated-genetrees/2X-1000-500,OG, 6,15505
48-taxon,estimated-genetrees/2X-1000-500,RAND, 6,9284
48-taxon,estimated-genetrees/2X-1000-500,RD, 6,8729
48-taxon,estimated-genetrees/2X-1000-500,OG, 7,16051
48-taxon,estimated-genetrees/2X-1000-500,RAND, 7,9130
48-taxon,estimated-genetrees/2X-1000-500,RD, 7,8750
48-taxon,estimated-genetrees/2X-1000-500,OG, 8,16535
48-taxon,estimated-genetrees/2X-1000-500,RAND, 8,9568
48-taxon,estimated-genetrees/2X-1000-500,RD, 8,8724
48-taxon,estimated-genetrees/2X-1000-500,OG, 9,17008
48-taxon,estimated-genetrees/2X-1000-500,RAND, 9,9226
48-taxon,estimated-genetrees/2X-1000-500,RD, 9,8721
48-taxon,estimated-genetrees/2X-1000-500,OG, 10,16371
48-taxon,estimated-genetrees/2X-1000-500,RAND, 10,9320
48-taxon,estimated-genetrees/2X-1000-500,RD, 10,8697
48-taxon,estimated-genetrees/2X-1000-500,OG, 11,16288
48-taxon,estimated-genetrees/2X-1000-500,RAND, 11,8922
48-taxon,estimated-genetrees/2X-1000-500,RD, 11,8678
48-taxon,estimated-genetrees/2X-1000-500,OG, 12,16421
48-taxon,estimated-genetrees/2X-1000-500,RAND, 12,9095
48-taxon,estimated-genetrees/2X-1000-500,RD, 12,8713
48-taxon,estimated-genetrees/2X-1000-500,OG, 13,16545
48-taxon,estimated-genetrees/2X-1000-500,RAND, 13,8889
48-taxon,estimated-genetrees/2X-1000-500,RD, 13,8750
48-taxon,estimated-genetrees/2X-1000-500,OG, 14,15855
48-taxon,estimated-genetrees/2X-1000-500,RAND, 14,9063
48-taxon,estimated-genetrees/2X-1000-500,RD, 14,9010
48-taxon,estimated-genetrees/2X-1000-500,OG, 15,15983
48-taxon,estimated-genetrees/2X-1000-500,RAND, 15,9089
48-taxon,estimated-genetrees/2X-1000-500,RD, 15,8714
48-taxon,estimated-genetrees/2X-1000-500,OG, 16,17276
48-taxon,estimated-genetrees/2X-1000-500,RAND, 16,9212
48-taxon,estimated-genetrees/2X-1000-500,RD, 16,8714
48-taxon,estimated-genetrees/2X-1000-500,OG, 17,16189
48-taxon,estimated-genetrees/2X-1000-500,RAND, 17,9382
48-taxon,estimated-genetrees/2X-1000-500,RD, 17,8810
48-taxon,estimated-genetrees/2X-1000-500,OG, 18,16988
48-taxon,estimated-genetrees/2X-1000-500,RAND, 18,9282
48-taxon,estimated-genetrees/2X-1000-500,RD, 18,8696
48-taxon,estimated-genetrees/2X-1000-500,OG, 19,16656
48-taxon,estimated-genetrees/2X-1000-500,RAND, 19,9388
48-taxon,estimated-genetrees/2X-1000-500,RD, 19,8696
48-taxon,estimated-genetrees/2X-1000-500,OG, 20,16267
48-taxon,estimated-genetrees/2X-1000-500,RAND, 20,9231
48-taxon,estimated-genetrees/2X-1000-500,RD, 20,8680
